"id","legisNames","party","state","cd","y","x"
"TX-13","Thornberry (R TX-13)","R","TX","13",1.10936329338278,18.5
"TX-14","Weber (R TX-14)","R","TX","14",1.57104285759286,39.5
"TX-15","Hinojosa (D TX-15)","D","TX","15",-0.734690318495056,57.4
"TX-16","O'Rourke (D TX-16)","D","TX","16",-1.06504460989595,64.2
"TX-17","Flores (R TX-17)","R","TX","17",1.18876056207859,37.7
"TX-18","Jackson-Lee (D TX-18)","D","TX","18",-0.948625400591417,76.1
"TX-19","Neugebauer (R TX-19)","R","TX","19",1.40835503067818,25
"TX-2","Poe (R TX-2)","R","TX","2",0.921898203351607,35.6
"TX-20","Castro (D TX-20)","D","TX","20",-0.943744871349126,58.9
"TX-21","Smith (R TX-21)","R","TX","21",1.01678052365938,37.9
"TX-22","Olson (R TX-22)","R","TX","22",1.16812158959192,36.7
"TX-23","Gallego (D TX-23)","D","TX","23",-0.363089144829906,48.1
"TX-24","Marchant (R TX-24)","R","TX","24",1.2759226519375,38
"TX-25","Williams (R TX-25)","R","TX","25",1.23977745031347,37.8
"TX-26","Burgess (R TX-26)","R","TX","26",0.945097500618107,30.7
"TX-27","Farenthold (R TX-27)","R","TX","27",0.922267337363939,38.2
"TX-28","Cuellar (D TX-28)","D","TX","28",-0.30813072928308,60.3
"TX-29","Green (D TX-29)","D","TX","29",-0.473152234200154,65.9
"TX-3","Johnson (R TX-3)","R","TX","3",1.12056141703563,34.2
"TX-30","Johnson (D TX-30)","D","TX","30",-1.09258340215162,79.6
"TX-31","Carter (R TX-31)","R","TX","31",0.8436703374747,38.3
"TX-32","Sessions (R TX-32)","R","TX","32",1.08269067783756,41.5
"TX-33","Veasey (D TX-33)","D","TX","33",-0.904111157987654,72
"TX-34","Vela (D TX-34)","D","TX","34",-0.480057454619968,60.8
"TX-35","Doggett (D TX-35)","D","TX","35",-1.02281417138374,63
"TX-36","Stockman (R TX-36)","R","TX","36",0.847632311937334,25.7
"TX-4","Hall (R TX-4)","R","TX","4",0.892183204950832,24.8
"TX-5","Hensarling (R TX-5)","R","TX","5",1.28482474546681,34.4
"TX-6","Barton (R TX-6)","R","TX","6",0.87193437320628,40.8
"TX-7","Culberson (R TX-7)","R","TX","7",0.777193631652876,38.6
"TX-8","Brady (R TX-8)","R","TX","8",1.08690637712176,21.7
"TX-9","Green (D TX-9)","D","TX","9",-0.828072056106229,78
"UT-1","Bishop (R UT-1)","R","UT","1",1.1035250204109,20.4
"UT-2","Stewart (R UT-2)","R","UT","2",0.857504022955682,29.2
"UT-3","Chaffetz (R UT-3)","R","UT","3",0.972816137196012,19.5
"UT-4","Matheson (D UT-4)","D","UT","4",-0.0965288436055691,30.2
"VA-1","Wittman (R VA-1)","R","VA","1",0.799811155618311,45.6
"VA-10","Wolf (R VA-10)","R","VA","10",0.504497643890137,48.8
"VA-11","Connolly (D VA-11)","D","VA","11",-0.871455288202803,62.5
"VA-2","Rigell (R VA-2)","R","VA","2",0.746846387841608,50.1
"VA-3","Scott (D VA-3)","D","VA","3",-1.12656607099108,79
"VA-4","Forbes (R VA-4)","R","VA","4",0.728866456181527,48.8
"VA-5","Hurt (R VA-5)","R","VA","5",1.03108081844281,45.9
"VA-6","Goodlatte (R VA-6)","R","VA","6",0.981080446507425,39.5
"VA-7","Cantor (R VA-7)","R","VA","7",0.838042640330295,41.7
"VA-8","Moran (D VA-8)","D","VA","8",-0.892548442910587,67.8
"VA-9","Griffith (R VA-9)","R","VA","9",0.653250489975509,34.9
"VT-1","Welch (D VT-1)","D","VT","1",-1.17762532515829,67
"WA-1","DelBene (D WA-1)","D","WA","1",-0.734345238461528,54.1
"WA-10","Heck (D WA-10)","D","WA","10",-0.92479682710599,56.3
"WA-2","Larsen (D WA-2)","D","WA","2",-0.873462788076586,59.2
"WA-3","Herrera Beutler (R WA-3)","R","WA","3",0.539334375600139,47.9
"WA-4","Hastings (R WA-4)","R","WA","4",0.675171483857732,37.9
"WA-5","McMorris Rodgers (R WA-5)","R","WA","5",0.833650928428312,43.7
"WA-6","Kilmer (D WA-6)","D","WA","6",-0.775972187379151,56.1
"WA-7","McDermott (D WA-7)","D","WA","7",-1.68201855483583,79.2
"WA-8","Reichert (R WA-8)","R","WA","8",0.455243376299724,49.7
"WA-9","Smith (D WA-9)","D","WA","9",-0.967965349814297,68.3
"WI-1","Ryan (R WI-1)","R","WI","1",0.99509717746141,47.4
"WI-2","Pocan (D WI-2)","D","WI","2",-2.25814076521528,68.3
"WI-3","Kind (D WI-3)","D","WI","3",-0.734911863173436,54.8
"WI-4","Moore (D WI-4)","D","WI","4",-1.40030615558735,75.3
"WI-5","Sensenbrenner (R WI-5)","R","WI","5",0.945786786971476,37.7
"WI-6","Petri (R WI-6)","R","WI","6",0.767061994019838,45.8
"WI-7","Duffy (R WI-7)","R","WI","7",0.94152134561539,47.8
"WI-8","Ribble (R WI-8)","R","WI","8",1.13048022544857,47.4
"WV-1","McKinley (R WV-1)","R","WV","1",0.578516466026164,35.5
"WV-2","Capito (R WV-2)","R","WV","2",0.596213661524235,38
"WV-3","Rahall II (D WV-3)","D","WV","3",-0.287391638545737,32.8
"WY-1","Lummis (R WY-1)","R","WY","1",0.963322438752061,27.6
